latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
2.68576,97.80286,338.32,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,297.2,18.02,D
2.69053,97.76501,332.65,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.19,2.33,D
2.70022,98.50327,332.82,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,297.23,4.09,D
2.71505,98.04028,331.4,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,298.76,2.27,D
2.71843,98.0397,335.66,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,303.05,42.61,D
2.72754,97.68788,330.52,0.41,0.37,2026-01-28,650,N,VIIRS,l,2.0NRT,300.77,5.29,D
2.73039,97.68365,343.28,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,300.89,4.56,D
2.73922,97.98858,330.76,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,298.93,1.87,D
2.75035,97.67685,338.87,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,299.02,6.39,D
2.75547,97.6874,335.67,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,298.51,11.26,D
2.80732,97.64131,330.08,0.41,0.37,2026-01-28,650,N,VIIRS,l,2.0NRT,300.53,4.62,D
2.81017,97.63708,343.47,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,302.15,6.36,D
2.82444,97.66135,333.69,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,300.18,3.22,D
2.82502,97.68768,334.43,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,300.85,3.63,D
2.8273,97.67979,340.85,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,303.76,5.64,D
2.82787,97.68347,345.71,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,302.79,5.64,D
2.83129,97.68294,346.14,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,304.09,11.23,D
2.86538,97.74538,333.46,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,299.78,2.72,D
2.92984,97.50462,335.13,0.42,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,299.79,4.51,D
2.97732,97.478,333.39,0.42,0.37,2026-01-28,650,N,VIIRS,l,2.0NRT,303.41,4.89,D
2.98076,97.47749,345.26,0.42,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,303.09,7.26,D
3.08092,97.94257,336.88,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.01,3.29,D
3.08814,97.98932,334.22,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,303.55,3.04,D
3.1218,97.48354,335.02,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.89,33.04,D
3.21043,98.2129,343.63,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.64,5.08,D
3.60756,112.41327,331.03,0.68,0.74,2026-01-28,650,N,VIIRS,n,2.0NRT,286.54,4.88,D
3.77152,98.66971,331.47,0.39,0.36,2026-01-28,652,N,VIIRS,n,2.0NRT,301.85,2.33,D
3.92086,97.39287,333.6,0.41,0.37,2026-01-28,652,N,VIIRS,n,2.0NRT,293.03,5.07,D
3.98019,96.69679,337.89,0.44,0.38,2026-01-28,652,N,VIIRS,n,2.0NRT,298.23,6.56,D
4.02209,97.05637,328.49,0.42,0.38,2026-01-28,652,N,VIIRS,n,2.0NRT,295.29,4.66,D
4.02265,97.06001,330.86,0.42,0.38,2026-01-28,652,N,VIIRS,n,2.0NRT,296.76,4.66,D
4.03468,96.55943,339.31,0.44,0.38,2026-01-28,652,N,VIIRS,n,2.0NRT,298.78,5.62,D
4.05451,96.96833,330.12,0.42,0.38,2026-01-28,652,N,VIIRS,n,2.0NRT,300.04,2.18,D
4.11604,97.18818,341.42,0.42,0.37,2026-01-28,652,N,VIIRS,n,2.0NRT,304.76,21.92,D
4.27098,96.173,336.47,0.46,0.39,2026-01-28,652,N,VIIRS,n,2.0NRT,300.04,6.22,D
4.27393,96.16834,327.47,0.46,0.39,2026-01-28,652,N,VIIRS,l,2.0NRT,300.59,6.22,D
4.45043,97.2284,329.81,0.41,0.37,2026-01-28,652,N,VIIRS,l,2.0NRT,301.58,2.17,D
4.99404,95.95852,332.63,0.46,0.39,2026-01-28,652,N,VIIRS,n,2.0NRT,296.84,5.04,D
5.41593,100.62479,337.02,0.41,0.37,2026-01-28,652,N,VIIRS,n,2.0NRT,302.06,7.36,D
5.43061,100.53687,349.27,0.4,0.37,2026-01-28,652,N,VIIRS,n,2.0NRT,299.6,7.11,D
5.43116,100.54051,334.81,0.4,0.37,2026-01-28,652,N,VIIRS,n,2.0NRT,298.64,7.11,D
5.43174,101.99615,332.6,0.46,0.39,2026-01-28,652,N,VIIRS,n,2.0NRT,291.42,2.74,D
5.65826,100.7775,329.28,0.41,0.37,2026-01-28,652,N,VIIRS,l,2.0NRT,302.56,1.46,D
5.74371,100.90231,332.2,0.42,0.37,2026-01-28,652,N,VIIRS,n,2.0NRT,300.29,4.01,D
-1.81753,136.74925,351.54,0.48,0.4,2026-01-28,1607,N,VIIRS,n,2.0NRT,293.14,13.99,N
0.4798,127.98929,307.44,0.64,0.72,2026-01-28,1607,N,VIIRS,n,2.0NRT,284.53,4.94,N
0.48017,128.00259,310.02,0.64,0.72,2026-01-28,1607,N,VIIRS,n,2.0NRT,286.09,3.13,N
0.48108,127.99665,308.71,0.64,0.72,2026-01-28,1607,N,VIIRS,n,2.0NRT,285.45,3.13,N
0.482,127.9906,310.12,0.64,0.72,2026-01-28,1607,N,VIIRS,n,2.0NRT,284.76,4.52,N
0.48446,128.00342,311.05,0.64,0.72,2026-01-28,1607,N,VIIRS,n,2.0NRT,285.82,3.33,N
0.48547,127.99706,305.01,0.64,0.72,2026-01-28,1607,N,VIIRS,n,2.0NRT,285.1,3.66,N
0.50854,127.89644,299.15,0.65,0.73,2026-01-28,1607,N,VIIRS,n,2.0NRT,277.17,0.74,N
0.51016,127.89741,298.83,0.65,0.73,2026-01-28,1607,N,VIIRS,n,2.0NRT,277.81,1.03,N
0.51114,127.89101,298.27,0.65,0.73,2026-01-28,1607,N,VIIRS,n,2.0NRT,277.2,1.03,N
1.49506,127.61162,301.2,0.71,0.75,2026-01-28,1607,N,VIIRS,n,2.0NRT,286.37,1.2,N
1.49581,127.62124,308.41,0.71,0.75,2026-01-28,1607,N,VIIRS,n,2.0NRT,286.39,1.01,N
1.5022,127.6117,299.12,0.71,0.75,2026-01-28,1607,N,VIIRS,n,2.0NRT,284.15,1.4,N
-1.45461,127.4369,307.35,0.65,0.73,2026-01-28,1609,N,VIIRS,n,2.0NRT,272.56,2.65,N
-1.45344,127.42984,298.65,0.65,0.73,2026-01-28,1609,N,VIIRS,n,2.0NRT,271.8,3.46,N
1.49528,127.63541,328.99,0.59,0.7,2026-01-28,1747,N,VIIRS,n,2.0NRT,289.23,7.31,N
-3.16203,107.82449,304.77,0.5,0.49,2026-01-28,1749,N,VIIRS,n,2.0NRT,289.86,0.91,N
-2.66735,111.31183,299.11,0.47,0.4,2026-01-28,1749,N,VIIRS,n,2.0NRT,278.44,0.73,N
-2.58794,107.86491,301.12,0.51,0.49,2026-01-28,1749,N,VIIRS,n,2.0NRT,278.98,1.23,N
-2.06148,115.57066,318.64,0.39,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.93,1.72,N
-1.89797,115.86256,304.83,0.39,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.43,3.94,N
-1.89516,115.86663,319.05,0.39,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.27,3.94,N
-1.89461,115.8631,335.28,0.39,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,293.47,3.94,N
-1.89125,115.86362,339.07,0.39,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,293.1,7.28,N
-1.86379,115.88596,305.93,0.39,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.84,0.84,N
-1.2911,114.7623,307.91,0.38,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,285.24,0.69,N
-1.17081,114.70684,300.44,0.38,0.36,2026-01-28,1749,N,VIIRS,n,2.0NRT,284.9,0.39,N
-0.98896,103.33006,299.93,0.55,0.68,2026-01-28,1749,N,VIIRS,n,2.0NRT,281.76,0.97,N
-0.29731,109.19646,316.37,0.45,0.47,2026-01-28,1749,N,VIIRS,n,2.0NRT,280.79,1.43,N
-0.29666,109.19238,299.92,0.45,0.47,2026-01-28,1749,N,VIIRS,n,2.0NRT,280.42,1.43,N
-0.283,109.51495,307.08,0.43,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,278.45,1.44,N
-0.27878,109.51562,309.75,0.43,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,278.73,1.46,N
-0.24294,109.42523,296.16,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,277,1.13,N
-0.20089,109.40766,300.12,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,272.94,0.48,N
-0.193,109.41293,302.81,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,276.09,0.55,N
-0.19237,109.40899,296.16,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,275.13,0.44,N
-0.14676,109.32933,304.57,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,285.04,1.24,N
-0.14247,109.33002,302.27,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,285.44,0.91,N
-0.14136,109.37928,301.12,0.44,0.46,2026-01-28,1749,N,VIIRS,n,2.0NRT,283.38,0.7,N
0.10863,109.73601,311.15,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.14,1.04,N
0.10887,109.73927,303.46,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.34,1.28,N
0.10946,109.73546,315.07,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0NRT,290.34,1.28,N
0.11305,109.73993,307.93,0.42,0.45,2026-01-28,1749,N,VIIRS,n,2.0NRT,291.46,1.28,N
0.48223,127.99522,305.32,0.64,0.72,2026-01-28,1749,N,VIIRS,n,2.0NRT,277.43,5.64,N
0.48316,127.98949,321.58,0.64,0.72,2026-01-28,1749,N,VIIRS,n,2.0NRT,277.63,4.27,N
0.48418,127.9832,304.33,0.64,0.72,2026-01-28,1749,N,VIIRS,n,2.0NRT,274.69,4.27,N
0.51267,127.89214,300.76,0.63,0.72,2026-01-28,1749,N,VIIRS,n,2.0NRT,281.88,2.74,N
0.6238,109.10547,316.82,0.47,0.48,2026-01-28,1749,N,VIIRS,n,2.0NRT,286.75,1.46,N
1.28011,103.7023,298.17,0.56,0.69,2026-01-28,1749,N,VIIRS,n,2.0NRT,276.38,1.22,N
1.37399,104.15689,308.42,0.52,0.67,2026-01-28,1749,N,VIIRS,n,2.0NRT,287.31,3.21,N
1.38023,104.15769,330.44,0.52,0.67,2026-01-28,1749,N,VIIRS,n,2.0NRT,287.28,3.36,N
2.49695,111.99619,301,0.5,0.41,2026-01-28,1749,N,VIIRS,n,2.0NRT,268.93,0.86,N
2.90319,112.30965,303.57,0.49,0.4,2026-01-28,1749,N,VIIRS,n,2.0NRT,287.99,0.85,N
-7.7051,108.99331,320.62,0.54,0.42,2026-01-28,1751,N,VIIRS,n,2.0NRT,289.7,2.73,N
-7.7012,108.99398,326.46,0.54,0.42,2026-01-28,1751,N,VIIRS,n,2.0NRT,289.72,4.04,N
-7.54442,110.44486,304.32,0.46,0.39,2026-01-28,1751,N,VIIRS,n,2.0NRT,275.36,2.47,N
-7.54362,110.43988,331.51,0.46,0.39,2026-01-28,1751,N,VIIRS,n,2.0NRT,288,6.5,N
1.67194,101.47482,321.1,0.51,0.66,2026-01-28,1929,N,VIIRS,n,2.0NRT,286.68,3.37,N
1.67261,101.47893,318.57,0.51,0.66,2026-01-28,1929,N,VIIRS,n,2.0NRT,287.18,2.22,N
1.67337,101.47422,309.77,0.51,0.66,2026-01-28,1929,N,VIIRS,n,2.0NRT,287.28,3.44,N
1.67535,101.37972,303.6,0.51,0.66,2026-01-28,1929,N,VIIRS,n,2.0NRT,286.84,1.27,N
1.67538,101.38345,307.05,0.51,0.66,2026-01-28,1929,N,VIIRS,n,2.0NRT,286.86,1.05,N
1.84688,100.96161,306.56,0.47,0.64,2026-01-28,1929,N,VIIRS,n,2.0NRT,286.09,1.04,N
1.84923,100.9642,302.59,0.47,0.64,2026-01-28,1929,N,VIIRS,n,2.0NRT,285.89,0.99,N
4.50473,95.78058,299.84,0.39,0.44,2026-01-28,1929,N,VIIRS,n,2.0NRT,280.83,0.59,N
-4.20308,121.8735,339,0.38,0.59,2026-01-29,448,N,VIIRS,n,2.0NRT,287.02,4.67,D
-2.444,133.13242,339.79,0.43,0.38,2026-01-29,448,N,VIIRS,n,2.0NRT,298.6,47.7,D
-2.44051,133.13191,327.8,0.43,0.38,2026-01-29,448,N,VIIRS,n,2.0NRT,293.07,2.88,D
-2.43702,133.13141,333.98,0.43,0.38,2026-01-29,448,N,VIIRS,n,2.0NRT,293.47,2.88,D
-1.77286,132.164,334.73,0.4,0.37,2026-01-29,448,N,VIIRS,n,2.0NRT,298.29,4.07,D
-1.56569,127.42782,338.75,0.47,0.39,2026-01-29,450,N,VIIRS,n,2.0NRT,294.71,6.03,D
-1.56206,127.42725,348.86,0.47,0.39,2026-01-29,450,N,VIIRS,n,2.0NRT,294.51,6.03,D
-1.55843,127.42666,343.88,0.47,0.39,2026-01-29,450,N,VIIRS,n,2.0NRT,295.66,6.63,D
-1.46002,127.43822,344.86,0.46,0.39,2026-01-29,450,N,VIIRS,n,2.0NRT,297.55,8.67,D
-1.45641,127.43756,339.34,0.46,0.39,2026-01-29,450,N,VIIRS,n,2.0NRT,297.14,8.5,D
-1.39022,122.42757,328,0.64,0.54,2026-01-29,450,N,VIIRS,n,2.0NRT,279.57,4.72,D
-1.13562,132.85376,331.81,0.43,0.38,2026-01-29,450,N,VIIRS,n,2.0NRT,285.57,3.53,D
-1.13475,132.85327,333.1,0.43,0.38,2026-01-29,450,N,VIIRS,n,2.0NRT,286.02,3.45,D
-1.10493,121.46052,343.66,0.37,0.58,2026-01-29,450,N,VIIRS,n,2.0NRT,286.93,4.72,D
-0.9249,131.29543,327.76,0.39,0.36,2026-01-29,450,N,VIIRS,n,2.0NRT,290.43,3.07,D
-0.87471,131.2664,328.49,0.39,0.36,2026-01-29,450,N,VIIRS,n,2.0NRT,292.68,2.02,D
-0.09884,127.79113,328.88,0.43,0.38,2026-01-29,450,N,VIIRS,n,2.0NRT,293.69,2.74,D
0.69783,122.55067,329.95,0.58,0.52,2026-01-29,450,N,VIIRS,n,2.0NRT,291.07,4.41,D
-3.22449,107.5247,331.24,0.41,0.37,2026-01-29,629,N,VIIRS,n,2.0NRT,294.57,3.68,D
-3.22392,107.52839,332.86,0.41,0.37,2026-01-29,629,N,VIIRS,n,2.0NRT,295.61,6.33,D
-3.03614,108.16271,333.91,0.44,0.38,2026-01-29,629,N,VIIRS,n,2.0NRT,295.34,2.25,D
-2.91182,107.54118,335.26,0.42,0.37,2026-01-29,629,N,VIIRS,n,2.0NRT,295.55,4.51,D
-2.90837,107.54067,338.06,0.42,0.37,2026-01-29,629,N,VIIRS,n,2.0NRT,293.83,4.51,D
-2.75866,110.49574,340.82,0.39,0.44,2026-01-29,629,N,VIIRS,n,2.0NRT,297.28,6.37,D
-2.70132,106.34851,335.74,0.39,0.36,2026-01-29,629,N,VIIRS,n,2.0NRT,298.13,5.02,D
-2.70079,106.35201,335.14,0.39,0.36,2026-01-29,629,N,VIIRS,n,2.0NRT,297.09,3.92,D
-2.68689,106.35348,331.17,0.39,0.36,2026-01-29,629,N,VIIRS,n,2.0NRT,297.44,3.4,D
-2.61463,106.29872,334.03,0.39,0.36,2026-01-29,629,N,VIIRS,n,2.0NRT,295.12,2.55,D
-2.58959,107.81281,335.37,0.43,0.38,2026-01-29,629,N,VIIRS,n,2.0NRT,288.83,2.74,D
-2.51038,106.47243,347.41,0.39,0.36,2026-01-29,629,N,VIIRS,n,2.0NRT,296.19,6.28,D
-2.46109,111.23898,342.21,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,295.59,11.26,D
-2.46014,111.2378,346.27,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,296.44,16.76,D
-2.45257,111.23768,336.21,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,296.02,7.9,D
-2.37822,112.22561,341.37,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,293.7,55.78,D
-2.37439,112.22027,342.82,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,295.24,10.56,D
-2.37365,112.22489,337.59,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,294.56,10.56,D
-2.30992,111.04698,342.59,0.43,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,290.25,5.51,D
-2.27748,112.7382,334.73,0.55,0.51,2026-01-29,629,N,VIIRS,n,2.0NRT,294.97,4.14,D
-2.23332,112.59358,338.86,0.54,0.51,2026-01-29,629,N,VIIRS,n,2.0NRT,294.66,5.86,D
-2.06809,111.23815,342.55,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,289.62,4.68,D
-2.00454,111.0957,335.56,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,296.38,4.4,D
-1.99008,111.64204,331.38,0.47,0.48,2026-01-29,629,N,VIIRS,n,2.0NRT,295.1,3.34,D
-1.94853,111.7392,336.95,0.48,0.48,2026-01-29,629,N,VIIRS,n,2.0NRT,290.69,3.05,D
-1.94751,111.73692,330.79,0.48,0.48,2026-01-29,629,N,VIIRS,n,2.0NRT,292.7,3.24,D
-1.76606,111.07497,341.28,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,293.78,20.88,D
-1.76244,111.07031,331.44,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,293.6,13.63,D
-1.7618,111.0743,341.39,0.44,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,294.94,20.88,D
-1.31706,110.08081,339.46,0.38,0.44,2026-01-29,629,N,VIIRS,n,2.0NRT,292.6,6.5,D
-1.26571,110.61562,331.29,0.42,0.45,2026-01-29,629,N,VIIRS,n,2.0NRT,294.56,1.64,D
-1.26432,110.61491,330.89,0.42,0.45,2026-01-29,629,N,VIIRS,n,2.0NRT,294.47,2.11,D
-1.25484,109.45343,337.88,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,296.62,7.12,D
-1.22594,113.61553,328.61,0.33,0.55,2026-01-29,629,N,VIIRS,n,2.0NRT,274.52,2.1,D
-0.78918,101.0246,338.71,0.52,0.41,2026-01-29,629,N,VIIRS,n,2.0NRT,298.43,28.8,D
-0.7886,101.02277,343.29,0.52,0.41,2026-01-29,629,N,VIIRS,n,2.0NRT,298.88,36.73,D
-0.53208,109.12532,330.59,0.52,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,294.2,11.53,D
-0.53138,109.12997,340.77,0.52,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,295.72,11.53,D
-0.52981,109.12852,346.61,0.52,0.41,2026-01-29,629,N,VIIRS,n,2.0NRT,295.58,20.75,D
-0.42213,112.05214,331.96,0.53,0.5,2026-01-29,629,N,VIIRS,n,2.0NRT,288.81,3.33,D
-0.29785,109.19509,338.1,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,297.53,3.75,D
-0.21568,109.96059,332.15,0.39,0.44,2026-01-29,629,N,VIIRS,l,2.0NRT,303.16,8.28,D
-0.20905,109.28441,330.53,0.54,0.42,2026-01-29,629,N,VIIRS,l,2.0NRT,301.3,5.54,D
-0.20518,109.28383,330.02,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,299.51,6.56,D
-0.19635,109.39178,338.99,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,291.05,8.61,D
-0.18891,109.28634,334.63,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,299.58,5.27,D
-0.18578,109.28096,346.68,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,299.92,5.27,D
-0.18534,109.27797,345.28,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,299.81,11.15,D
-0.18503,109.28577,330.56,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,296.87,5.27,D
-0.18462,109.28278,343.43,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,298.81,12.29,D
-0.18266,109.27558,330.61,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,297.44,3.87,D
-0.1819,109.28038,332.08,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,297.71,5.24,D
-0.17726,109.28462,333.4,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,297.51,5.24,D
-0.17613,109.28645,333.52,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,297.87,5.47,D
-0.17466,111.69198,337.27,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,292.97,15.84,D
-0.1742,111.72497,343.44,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,295.02,19.75,D
-0.17348,111.72958,353.22,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,295.29,19.75,D
-0.16963,111.72427,340.2,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,292.47,19.75,D
-0.16891,111.72887,342.94,0.51,0.49,2026-01-29,629,N,VIIRS,n,2.0NRT,291.7,19.75,D
-0.09563,109.31894,334.69,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,291.14,7.83,D
0.03688,109.40105,340.02,0.55,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,270,17.86,D
0.05123,109.31162,345.89,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,273.56,10.38,D
0.10722,109.73769,341.68,0.38,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,294.64,3.25,D
0.10987,109.73717,348.45,0.38,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,295.04,6.17,D
0.11041,109.74062,349.16,0.38,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,297.81,11.83,D
0.11095,109.74406,344.57,0.38,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,300.75,11.83,D
0.11123,109.73708,330.97,0.38,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,295.66,3.25,D
0.11175,109.74055,352.11,0.38,0.43,2026-01-29,629,N,VIIRS,n,2.0NRT,297.96,15.47,D
0.11227,109.744,345.36,0.38,0.44,2026-01-29,629,N,VIIRS,n,2.0NRT,299.93,15.47,D
0.15792,109.25253,334.66,0.54,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,286.69,7.01,D
0.33702,109.06214,335.93,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,294.86,4.54,D
0.34087,109.06154,339.84,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,296.11,4.54,D
0.40658,109.0274,334.22,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,293.21,4.22,D
0.41043,109.02683,333.56,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,295.62,9.87,D
0.41886,109.03042,345.49,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,294.88,9.72,D
0.42578,109.01163,336.89,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,294.54,4.81,D
0.42648,109.01637,335.14,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,296.03,8.39,D
0.42819,109.01448,340.86,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,295.24,11.71,D
0.51116,109.00368,331.82,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,288.3,9.75,D
0.5119,109.00843,341.65,0.53,0.42,2026-01-29,629,N,VIIRS,n,2.0NRT,289.12,9.75,D
0.53607,111.16534,351.01,0.48,0.48,2026-01-29,629,N,VIIRS,n,2.0NRT,292.66,27.11,D
0.53722,111.16434,343.87,0.48,0.48,2026-01-29,629,N,VIIRS,n,2.0NRT,292.59,21.28,D
0.56802,110.48567,336.93,0.43,0.46,2026-01-29,629,N,VIIRS,n,2.0NRT,293.03,4.41,D
0.58381,112.20706,339.81,0.57,0.52,2026-01-29,629,N,VIIRS,n,2.0NRT,291.42,7.25,D
0.58482,112.21043,339.83,0.57,0.52,2026-01-29,629,N,VIIRS,n,2.0NRT,291.21,7.89,D
0.82742,111.7633,333.44,0.53,0.5,2026-01-29,629,N,VIIRS,n,2.0NRT,294.05,5.06,D
0.83207,111.7626,340.92,0.53,0.5,2026-01-29,629,N,VIIRS,n,2.0NRT,293.79,5.06,D
1.11958,117.11176,326.03,0.62,0.72,2026-01-29,629,N,VIIRS,n,2.0NRT,288.62,1.98,D
-3.06374,110.97484,332.59,0.41,0.45,2026-01-29,631,N,VIIRS,n,2.0NRT,294.57,3.74,D
-3.05071,112.4074,342.26,0.51,0.5,2026-01-29,631,N,VIIRS,n,2.0NRT,292.3,8.35,D
0.71528,109.37134,333.71,0.56,0.43,2026-01-29,631,N,VIIRS,n,2.0NRT,294.44,8.19,D
0.80482,108.9362,337.26,0.53,0.42,2026-01-29,631,N,VIIRS,n,2.0NRT,294.47,3.33,D
0.8942,104.03778,333.17,0.39,0.36,2026-01-29,631,N,VIIRS,n,2.0NRT,295.24,3.25,D
0.96966,104.46484,334.81,0.38,0.36,2026-01-29,631,N,VIIRS,n,2.0NRT,297.22,8.81,D
1.01025,104.64187,343.66,0.38,0.36,2026-01-29,631,N,VIIRS,n,2.0NRT,297.21,5.95,D
1.02796,97.41361,335.5,0.55,0.51,2026-01-29,631,N,VIIRS,n,2.0NRT,292.24,5.14,D
1.04326,104.25896,335.72,0.39,0.36,2026-01-29,631,N,VIIRS,n,2.0NRT,296.47,2.79,D
1.0502,111.8443,337.71,0.54,0.51,2026-01-29,631,N,VIIRS,n,2.0NRT,293.83,5.98,D
1.19789,110.62263,333.03,0.45,0.47,2026-01-29,631,N,VIIRS,n,2.0NRT,292.45,4.23,D
1.28839,111.236,329.22,0.5,0.49,2026-01-29,631,N,VIIRS,n,2.0NRT,288.98,4.97,D
1.60969,111.37987,336.82,0.52,0.5,2026-01-29,631,N,VIIRS,n,2.0NRT,288.1,6.21,D
1.91775,109.64824,334.57,0.4,0.44,2026-01-29,631,N,VIIRS,n,2.0NRT,295.04,2.87,D
1.92486,109.50706,331.05,0.39,0.44,2026-01-29,631,N,VIIRS,n,2.0NRT,293.47,5.19,D
1.92944,109.50998,345.27,0.39,0.44,2026-01-29,631,N,VIIRS,n,2.0NRT,297.44,79.92,D
1.93986,109.55204,336.08,0.4,0.44,2026-01-29,631,N,VIIRS,n,2.0NRT,295.3,3.24,D
1.97109,109.51109,352.46,0.39,0.44,2026-01-29,631,N,VIIRS,n,2.0NRT,295.97,7.54,D
2.29108,98.10919,338.23,0.47,0.48,2026-01-29,631,N,VIIRS,n,2.0NRT,293.32,6.35,D
2.64863,97.81868,340.8,0.49,0.48,2026-01-29,631,N,VIIRS,n,2.0NRT,293.08,7.68,D
2.67333,97.80128,327.6,0.49,0.49,2026-01-29,631,N,VIIRS,n,2.0NRT,293.19,5.79,D
2.67403,97.80568,325.09,0.49,0.49,2026-01-29,631,N,VIIRS,n,2.0NRT,291.41,11.44,D
