latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
4.08272,96.45641,333.69,0.42,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,301.26,3.67,D
4.08348,96.4565,334.49,0.42,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,301.15,2.75,D
4.11626,96.97849,331.98,0.43,0.38,2026-01-27,709,N,VIIRS,n,2.0NRT,300.56,3.23,D
4.19721,96.10308,333.22,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,306.86,10.65,D
4.19776,96.10673,367,0.41,0.37,2026-01-27,709,N,VIIRS,h,2.0NRT,334.28,110.45,D
4.19831,96.11038,341.41,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,306.09,110.45,D
4.19951,96.09528,334.43,0.41,0.37,2026-01-27,709,N,VIIRS,l,2.0NRT,306.32,5.28,D
4.20006,96.09892,341.61,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,306.88,4.19,D
4.20117,96.10622,330.13,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,303.66,4.02,D
4.20347,96.0984,335.09,0.41,0.37,2026-01-27,709,N,VIIRS,l,2.0NRT,306.2,4.19,D
4.20402,96.10204,330.99,0.41,0.37,2026-01-27,709,N,VIIRS,l,2.0NRT,305.53,4.19,D
4.20742,96.10153,330.77,0.41,0.37,2026-01-27,709,N,VIIRS,l,2.0NRT,305.56,6.64,D
4.26587,96.16354,336.73,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,296.04,8.47,D
4.26873,96.15936,352.15,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,302.62,12.68,D
4.26982,96.16671,356.88,0.41,0.37,2026-01-27,709,N,VIIRS,l,2.0NRT,298.93,41.88,D
4.27269,96.16253,344.75,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,300.04,41.88,D
4.27324,96.1662,340.06,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,297.47,41.88,D
4.27379,96.16987,352.42,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,295.47,26.72,D
4.275,96.15468,346.7,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,303.26,11.05,D
4.27555,96.15835,341.06,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,295.6,11.05,D
4.2761,96.16202,331.21,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,294.58,4.61,D
4.2772,96.16936,345.73,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,297.66,5.36,D
4.27842,96.15416,346.67,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,297.65,11.05,D
4.28006,96.16518,340.73,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,298.77,4.61,D
4.28061,96.16885,335.94,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,297.02,5.36,D
4.2832,96.00058,345.93,0.4,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,303.3,14.91,D
4.28402,96.16834,341.62,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,297.34,6.87,D
4.28689,96.16416,336.35,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,299.15,5.87,D
4.34868,95.94942,340.81,0.4,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,300.6,3.36,D
4.44818,96.26395,335.26,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,301.17,13.56,D
4.47163,95.90914,334.31,0.4,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,299.05,2.46,D
4.5315,95.79624,333.57,0.4,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,300.85,2.57,D
4.53251,96.61221,329.81,0.42,0.38,2026-01-27,709,N,VIIRS,n,2.0NRT,299.84,2.71,D
4.56611,95.84263,331.77,0.4,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,297.91,6.35,D
4.57829,96.6937,331.32,0.43,0.38,2026-01-27,709,N,VIIRS,n,2.0NRT,300.52,2.82,D
4.77874,95.49847,331.65,0.4,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,301.96,2.75,D
5.04312,95.97598,331.25,0.41,0.37,2026-01-27,709,N,VIIRS,n,2.0NRT,296.65,3.17,D
5.04477,100.39552,333.24,0.46,0.47,2026-01-27,709,N,VIIRS,n,2.0NRT,297.69,4.58,D
5.05272,100.45026,348.89,0.47,0.47,2026-01-27,709,N,VIIRS,n,2.0NRT,298.59,13.88,D
5.41348,100.62163,341.16,0.48,0.48,2026-01-27,709,N,VIIRS,n,2.0NRT,298.95,7.97,D
5.4141,100.62589,336.15,0.49,0.48,2026-01-27,709,N,VIIRS,n,2.0NRT,296.45,7.97,D
5.41801,100.62141,331.39,0.48,0.48,2026-01-27,709,N,VIIRS,n,2.0NRT,297.61,5.75,D
5.76804,100.60793,356.95,0.49,0.49,2026-01-27,709,N,VIIRS,n,2.0NRT,293.73,22.43,D
5.76867,100.61247,340.59,0.49,0.49,2026-01-27,709,N,VIIRS,n,2.0NRT,292.22,5.53,D
5.77002,100.6065,356.61,0.49,0.49,2026-01-27,709,N,VIIRS,n,2.0NRT,292.45,19.75,D
5.7707,100.61107,344.81,0.49,0.49,2026-01-27,709,N,VIIRS,n,2.0NRT,292.93,14.2,D
-5.8955,139.49879,315.51,0.39,0.44,2026-01-27,1628,N,VIIRS,n,2.0NRT,287.73,1.59,N
-5.89145,139.49944,326.89,0.39,0.44,2026-01-27,1628,N,VIIRS,n,2.0NRT,288.34,1.98,N
-3.90199,122.4151,306.56,0.62,0.71,2026-01-27,1628,N,VIIRS,n,2.0NRT,282.76,2.07,N
-3.8987,122.4156,303.67,0.62,0.71,2026-01-27,1628,N,VIIRS,n,2.0NRT,282.65,2.21,N
-3.86916,122.40317,307.51,0.62,0.71,2026-01-27,1628,N,VIIRS,n,2.0NRT,283.32,3.34,N
-3.86815,122.3974,309.77,0.62,0.71,2026-01-27,1628,N,VIIRS,n,2.0NRT,283.32,2.57,N
-3.86717,122.39184,303.72,0.62,0.72,2026-01-27,1628,N,VIIRS,n,2.0NRT,283.26,2.57,N
-1.81885,136.74991,324.54,0.4,0.37,2026-01-27,1628,N,VIIRS,n,2.0NRT,290.39,4.58,N
-1.81546,136.75038,334.3,0.4,0.37,2026-01-27,1628,N,VIIRS,n,2.0NRT,292.24,4.58,N
-1.56443,127.42714,321.03,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,287.13,2.62,N
-1.56381,127.42617,317.5,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,286.68,2.78,N
-1.55942,127.42785,311.45,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,286.35,2.62,N
-1.5588,127.42683,307.59,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,286.12,2.74,N
-1.45884,127.43894,308.24,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,265.84,4.92,N
-1.45801,127.43343,322.49,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,264.31,6.99,N
-1.38005,122.47864,308.08,0.67,0.74,2026-01-27,1628,N,VIIRS,n,2.0NRT,286.63,1.5,N
-0.99687,134.02411,307.29,0.4,0.37,2026-01-27,1628,N,VIIRS,n,2.0NRT,290.16,1.23,N
0.51121,127.89835,304.14,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,288.26,1.56,N
0.51191,127.89642,309,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,288.37,2.33,N
0.5121,127.89255,308.35,0.62,0.54,2026-01-27,1628,N,VIIRS,n,2.0NRT,288.32,1.56,N
1.49293,127.62957,315.34,0.34,0.56,2026-01-27,1628,N,VIIRS,n,2.0NRT,287.79,1.44,N
1.49768,127.63297,304.41,0.34,0.56,2026-01-27,1628,N,VIIRS,n,2.0NRT,288.34,1.2,N
1.49822,127.62953,323.29,0.34,0.56,2026-01-27,1628,N,VIIRS,n,2.0NRT,292.58,2.91,N
1.5159,127.93749,308.16,0.32,0.55,2026-01-27,1628,N,VIIRS,n,2.0NRT,283.82,0.68,N
-1.38498,122.48052,308.13,0.61,0.71,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.58,1.1,N
-1.38336,122.48076,316.99,0.61,0.71,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.54,1.93,N
-1.3784,122.48156,306.89,0.61,0.71,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.22,1.1,N
-0.14124,109.37761,300.37,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,270.12,0.96,N
-0.05521,103.25436,323.27,0.54,0.51,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.77,3.38,N
-0.05322,103.25169,325.48,0.54,0.51,2026-01-27,1808,N,VIIRS,n,2.0NRT,290.63,5.09,N
-0.04177,103.05148,301.9,0.56,0.52,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.47,0.92,N
-0.04127,103.04815,303.38,0.56,0.52,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.51,1.76,N
-0.03453,103.03696,304.01,0.56,0.52,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.87,1.33,N
-0.03415,103.03359,308.1,0.56,0.52,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.35,2.23,N
-0.0337,103.03182,303.31,0.56,0.52,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.81,1.33,N
-0.00418,109.98885,307.29,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,268.86,0.97,N
0.0109,109.76356,295.23,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,267.87,0.25,N
0.0342,109.29966,297.41,0.39,0.37,2026-01-27,1808,N,VIIRS,n,2.0NRT,259.87,0.8,N
0.04423,109.40992,328.48,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,264.42,3.13,N
0.04598,109.41004,297.8,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,264.11,1.34,N
0.05263,109.36765,295.86,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,262.17,1.26,N
0.17338,109.54882,309.4,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,276.11,0.93,N
0.23035,109.42783,331.13,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,278.68,3.01,N
0.71853,101.45205,298.4,0.37,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,279.09,0.5,N
1.09846,104.26656,321.11,0.48,0.48,2026-01-27,1808,N,VIIRS,n,2.0NRT,279.61,1.49,N
1.09913,104.2622,304.76,0.48,0.48,2026-01-27,1808,N,VIIRS,n,2.0NRT,278.84,1.49,N
1.10293,104.26724,299.01,0.48,0.48,2026-01-27,1808,N,VIIRS,n,2.0NRT,279.47,1.49,N
1.10915,104.57476,298.63,0.46,0.47,2026-01-27,1808,N,VIIRS,n,2.0NRT,271.21,1.1,N
1.27787,103.70361,300.71,0.53,0.5,2026-01-27,1808,N,VIIRS,n,2.0NRT,271.67,0.86,N
1.37896,97.30825,303.29,0.72,0.76,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.22,1.63,N
1.37996,97.30157,306.47,0.72,0.76,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.41,2.7,N
1.38303,97.30333,316.68,0.72,0.76,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.44,3.71,N
1.51421,97.35109,312.48,0.72,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,280.21,4.6,N
1.51667,97.35118,314.93,0.72,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,280.33,5.87,N
1.67105,101.47467,309.67,0.38,0.59,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.45,0.78,N
1.67417,101.38156,319.31,0.39,0.59,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.75,2.23,N
1.80148,101.68182,307.42,0.37,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.52,1.21,N
1.80268,101.685,328.31,0.37,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.98,3.2,N
1.80319,101.68159,312.06,0.37,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.37,2.98,N
1.80807,101.68585,342.5,0.37,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.36,3.2,N
1.80858,101.68245,304.57,0.37,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,288.89,2.98,N
2.26533,102.12629,303.54,0.35,0.57,2026-01-27,1808,N,VIIRS,n,2.0NRT,275.8,1.78,N
2.26608,102.12597,302.58,0.35,0.57,2026-01-27,1808,N,VIIRS,n,2.0NRT,276.01,1.71,N
2.27527,117.83806,322.63,0.52,0.5,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.41,3.05,N
2.27588,117.84003,302.7,0.52,0.5,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.23,1.67,N
2.27663,117.83531,310.75,0.52,0.5,2026-01-27,1808,N,VIIRS,n,2.0NRT,289.51,1.67,N
2.44267,101.94427,308.94,0.36,0.58,2026-01-27,1808,N,VIIRS,n,2.0NRT,283.01,0.63,N
2.66795,97.79916,299.23,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.49,1.98,N
2.66941,97.79905,309.8,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.22,1.07,N
2.67491,97.80031,311.3,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.05,1.98,N
2.67637,97.80016,306.01,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.78,2.84,N
2.68189,97.80135,315.94,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.84,2.42,N
2.68284,97.79478,301.56,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.68,2.42,N
2.68335,97.80117,312.96,0.7,0.75,2026-01-27,1808,N,VIIRS,n,2.0NRT,285.7,2.84,N
3.27758,113.072,309.54,0.41,0.37,2026-01-27,1808,N,VIIRS,n,2.0NRT,259.3,1.75,N
3.60399,112.41164,326.77,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.42,2.19,N
3.60735,112.41217,320.07,0.39,0.36,2026-01-27,1808,N,VIIRS,n,2.0NRT,286.81,2.19,N
5.33862,100.76405,300.91,0.48,0.65,2026-01-27,1808,N,VIIRS,n,2.0NRT,281.81,0.41,N
5.34027,100.76105,298.61,0.48,0.65,2026-01-27,1808,N,VIIRS,n,2.0NRT,281.76,0.58,N
5.37033,104.89576,322.87,0.51,0.49,2026-01-27,1808,N,VIIRS,n,2.0NRT,291.74,3.62,N
5.3708,104.89391,324.22,0.51,0.49,2026-01-27,1808,N,VIIRS,n,2.0NRT,292.05,3.12,N
5.41557,100.62028,298.42,0.5,0.65,2026-01-27,1808,N,VIIRS,n,2.0NRT,267,1.21,N
5.58543,104.47404,309.59,0.55,0.51,2026-01-27,1808,N,VIIRS,n,2.0NRT,291.09,2.11,N
5.64728,104.97884,318.44,0.51,0.49,2026-01-27,1808,N,VIIRS,n,2.0NRT,291.84,1.96,N
-7.05096,108.02605,300.36,0.39,0.36,2026-01-27,1810,N,VIIRS,n,2.0NRT,286.17,0.51,N
-3.87123,122.40858,296.5,0.65,0.73,2026-01-27,1810,N,VIIRS,n,2.0NRT,281.45,1.33,N
-3.87038,122.40252,301.16,0.65,0.73,2026-01-27,1810,N,VIIRS,n,2.0NRT,282.26,1.78,N
-3.86953,122.39647,300.85,0.65,0.73,2026-01-27,1810,N,VIIRS,n,2.0NRT,281.86,1.78,N
-3.86866,122.39027,298.72,0.65,0.73,2026-01-27,1810,N,VIIRS,n,2.0NRT,281.56,2.68,N
-3.86832,122.40214,299.23,0.65,0.73,2026-01-27,1810,N,VIIRS,n,2.0NRT,282.25,1.82,N
-3.86742,122.39607,297.72,0.65,0.73,2026-01-27,1810,N,VIIRS,n,2.0NRT,281.86,2.25,N
-2.4219,105.09274,303.19,0.57,0.43,2026-01-27,1810,N,VIIRS,n,2.0NRT,283.02,0.74,N
-1.02322,103.36165,300.94,0.52,0.5,2026-01-27,1810,N,VIIRS,n,2.0NRT,280.15,0.82,N
2.75698,97.68559,306.42,0.57,0.69,2026-01-27,1949,N,VIIRS,n,2.0NRT,286.8,2.47,N
4.11123,97.19106,307.99,0.51,0.66,2026-01-27,1949,N,VIIRS,n,2.0NRT,268.16,1.19,N
4.112,97.18941,306.71,0.51,0.66,2026-01-27,1949,N,VIIRS,n,2.0NRT,264.94,2.56,N
4.11732,97.19217,297.45,0.51,0.66,2026-01-27,1949,N,VIIRS,n,2.0NRT,265.11,1.15,N
4.19547,96.10561,302.59,0.43,0.62,2026-01-27,1949,N,VIIRS,n,2.0NRT,288.87,0.49,N
4.26867,96.16842,303.41,0.43,0.62,2026-01-27,1949,N,VIIRS,n,2.0NRT,281.37,1.53,N
4.26934,96.16448,305.15,0.43,0.62,2026-01-27,1949,N,VIIRS,n,2.0NRT,281.93,1.53,N
4.27068,96.15667,298.21,0.43,0.62,2026-01-27,1949,N,VIIRS,n,2.0NRT,279.95,2,N
4.27437,96.16937,309.1,0.43,0.62,2026-01-27,1949,N,VIIRS,n,2.0NRT,280.22,1.92,N
4.93982,97.40909,302.19,0.51,0.66,2026-01-27,1949,N,VIIRS,n,2.0NRT,289.15,1.67,N
4.9407,97.40797,300.88,0.51,0.66,2026-01-27,1949,N,VIIRS,n,2.0NRT,289.06,1.02,N
5.1988,96.42773,296.5,0.43,0.62,2026-01-27,1949,N,VIIRS,n,2.0NRT,279.88,0.37,N
1.51778,97.35339,302.91,0.57,0.69,2026-01-27,1951,N,VIIRS,n,2.0NRT,269.05,0.31,N
-6.65199,139.08316,326.37,0.7,0.75,2026-01-28,325,N,VIIRS,n,2.0NRT,284.1,8.53,D
-6.64672,139.0692,345.84,0.7,0.75,2026-01-28,325,N,VIIRS,n,2.0NRT,286.01,14.28,D
-9.82163,130.27057,345.05,0.43,0.38,2026-01-28,505,N,VIIRS,n,2.0NRT,290.97,6.61,D
-6.64189,139.07431,339.34,0.57,0.69,2026-01-28,505,N,VIIRS,n,2.0NRT,288.49,7.72,D
-6.64152,139.07886,333.08,0.57,0.69,2026-01-28,505,N,VIIRS,n,2.0NRT,288.64,6.39,D
-6.59001,139.1411,333.99,0.58,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,288.63,5.03,D
-6.58991,139.14186,351.69,0.58,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,288.9,5.78,D
-6.58901,139.14644,329.77,0.58,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,288.42,6.23,D
-6.54688,139.34189,332.23,0.6,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,286.24,9.74,D
-6.28715,139.11983,329.6,0.58,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,290.6,8.27,D
-6.28714,139.12035,331.55,0.58,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,290.92,6.9,D
-6.28635,138.97658,328.21,0.57,0.69,2026-01-28,505,N,VIIRS,n,2.0NRT,289.84,1.41,D
-6.25489,139.0038,338.67,0.57,0.69,2026-01-28,505,N,VIIRS,n,2.0NRT,290.3,7.25,D
-6.24456,139.20747,329.7,0.59,0.7,2026-01-28,505,N,VIIRS,n,2.0NRT,288.95,7.39,D
-5.90052,139.49696,327.63,0.63,0.72,2026-01-28,505,N,VIIRS,n,2.0NRT,288.59,6.89,D
-5.89948,139.50278,345.58,0.63,0.72,2026-01-28,505,N,VIIRS,n,2.0NRT,288.9,12.12,D
-5.89611,139.50027,347.18,0.63,0.72,2026-01-28,505,N,VIIRS,n,2.0NRT,289.29,14.55,D
-5.82585,139.60484,328.68,0.64,0.72,2026-01-28,505,N,VIIRS,n,2.0NRT,286.88,5.1,D
-5.81527,139.3636,340.34,0.62,0.71,2026-01-28,505,N,VIIRS,n,2.0NRT,288.59,4.54,D
-5.81054,139.36542,328.55,0.62,0.71,2026-01-28,505,N,VIIRS,n,2.0NRT,288.68,6.81,D
-5.72004,139.48665,336.29,0.63,0.72,2026-01-28,505,N,VIIRS,n,2.0NRT,286.29,4.84,D
-5.7175,139.48535,330.52,0.63,0.72,2026-01-28,505,N,VIIRS,n,2.0NRT,286.59,3.27,D
-2.44471,133.13258,330.28,0.53,0.5,2026-01-28,508,N,VIIRS,n,2.0NRT,294.98,4.07,D
-1.28401,132.2516,331.71,0.49,0.48,2026-01-28,508,N,VIIRS,n,2.0NRT,297.68,4.58,D
-1.04636,120.35183,331.72,0.42,0.45,2026-01-28,508,N,VIIRS,n,2.0NRT,290.31,6.5,D
-0.96149,120.28693,326.54,0.42,0.45,2026-01-28,508,N,VIIRS,n,2.0NRT,291.96,1.92,D
0.43738,121.84582,332.95,0.49,0.4,2026-01-28,508,N,VIIRS,n,2.0NRT,294.74,3.57,D
0.48018,127.99291,336.76,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,303.14,4.99,D
0.48139,128.0007,336.54,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,301.99,8.04,D
0.48156,128.00145,335.95,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,301.34,8.94,D
0.48199,128.00456,338.04,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,301.37,6.7,D
0.48333,127.9892,337.03,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,302.18,5.99,D
0.48391,127.99309,337.37,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,301.82,5.99,D
0.48858,127.97616,338.15,0.44,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,302.03,5.74,D
0.5406,122.41755,332.28,0.45,0.39,2026-01-28,508,N,VIIRS,n,2.0NRT,294.59,2.05,D
0.59691,122.42576,330.99,0.45,0.39,2026-01-28,508,N,VIIRS,n,2.0NRT,292.49,1.81,D
0.60108,124.08657,329.03,0.4,0.37,2026-01-28,508,N,VIIRS,l,2.0NRT,299.66,2.62,D
0.66625,122.46149,338.18,0.45,0.39,2026-01-28,508,N,VIIRS,n,2.0NRT,292.03,5.43,D
0.719,128.25551,337.2,0.45,0.39,2026-01-28,508,N,VIIRS,n,2.0NRT,296.64,10.02,D
0.72258,128.255,336.85,0.45,0.39,2026-01-28,508,N,VIIRS,n,2.0NRT,296.19,10.02,D
1.01904,121.49072,333.15,0.5,0.41,2026-01-28,508,N,VIIRS,n,2.0NRT,294.09,3.5,D
1.03846,121.4922,329.92,0.5,0.41,2026-01-28,508,N,VIIRS,n,2.0NRT,293.46,2.32,D
1.36924,127.96338,332.26,0.44,0.39,2026-01-28,508,N,VIIRS,n,2.0NRT,294.89,2.41,D
1.49516,127.63185,337.38,0.43,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,306.71,5.93,D
1.49576,127.63574,343.02,0.43,0.38,2026-01-28,508,N,VIIRS,n,2.0NRT,308.86,10.64,D
2.78071,125.40753,340.02,0.39,0.36,2026-01-28,510,N,VIIRS,l,2.0NRT,310.6,12.64,D
3.28431,113.08304,328.52,0.55,0.68,2026-01-28,510,N,VIIRS,n,2.0NRT,283.56,8.67,D
4.06993,116.884,331.1,0.59,0.53,2026-01-28,510,N,VIIRS,n,2.0NRT,285.47,4.76,D
4.55626,118.57362,340.38,0.45,0.47,2026-01-28,510,N,VIIRS,n,2.0NRT,292.25,16.74,D
-3.55384,102.15901,339.71,0.4,0.37,2026-01-28,648,N,VIIRS,n,2.0NRT,287.33,3.47,D
-2.96549,107.71612,339.62,0.52,0.5,2026-01-28,648,N,VIIRS,n,2.0NRT,284.83,9.4,D
-2.944,107.70322,333.56,0.52,0.5,2026-01-28,648,N,VIIRS,n,2.0NRT,283.46,4.83,D
-2.8643,104.54379,330.16,0.5,0.41,2026-01-28,650,N,VIIRS,n,2.0NRT,289.19,3.48,D
-2.74166,106.032,330.33,0.41,0.45,2026-01-28,650,N,VIIRS,n,2.0NRT,291.13,4.34,D
-2.74014,106.03117,339.49,0.41,0.45,2026-01-28,650,N,VIIRS,n,2.0NRT,291.59,5.39,D
-2.58252,107.71636,332.47,0.53,0.5,2026-01-28,650,N,VIIRS,n,2.0NRT,282.21,3.82,D
-1.92437,101.27242,340.63,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,296.3,4.33,D
-1.84149,105.73551,330.04,0.4,0.44,2026-01-28,650,N,VIIRS,n,2.0NRT,289.83,1.97,D
-1.7533,105.56076,334.41,0.39,0.44,2026-01-28,650,N,VIIRS,n,2.0NRT,291.34,3.03,D
-1.73007,103.03439,337.28,0.43,0.38,2026-01-28,650,N,VIIRS,n,2.0NRT,291.1,3.38,D
-1.72655,103.03386,343.41,0.43,0.38,2026-01-28,650,N,VIIRS,n,2.0NRT,291.75,3.38,D
-1.6729,110.51824,328.48,0.42,0.61,2026-01-28,650,N,VIIRS,n,2.0NRT,265.73,3.28,D
0.9271,99.13052,343.61,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,291.93,6.42,D
1.02472,99.12651,331.87,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,295.99,3.69,D
1.05038,104.26663,333.25,0.54,0.42,2026-01-28,650,N,VIIRS,n,2.0NRT,292.38,3.57,D
1.09564,104.27157,341.21,0.54,0.42,2026-01-28,650,N,VIIRS,n,2.0NRT,293.21,6.57,D
1.09952,104.27096,352.36,0.54,0.42,2026-01-28,650,N,VIIRS,n,2.0NRT,294.63,17.79,D
1.80548,101.6846,332.43,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,297.94,3.55,D
1.88988,98.6862,344.24,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,296.29,9.11,D
2.07526,98.41834,346.31,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,299.92,7,D
2.13575,98.54411,336.57,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,297.25,9.96,D
2.30063,97.79511,329.15,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,297.74,1.64,D
2.30336,98.11154,337.91,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.41,8.02,D
2.30675,98.11103,334.52,0.4,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,298.95,8.02,D
2.31962,98.66729,339.54,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,297.19,3.83,D
2.32296,98.66679,333.17,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,296.84,3.83,D
2.53435,100.22956,333.91,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,294.47,3.57,D
2.53488,100.23304,345.37,0.39,0.36,2026-01-28,650,N,VIIRS,n,2.0NRT,297.69,3.57,D
2.6393,97.65929,331.87,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.24,5.27,D
2.63987,97.663,335.66,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,302.2,5.88,D
2.65619,97.81487,330.26,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,300.1,4.09,D
2.67156,97.80129,344.28,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,301.06,6.02,D
2.67212,97.80495,347.74,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,303.48,6.02,D
2.67553,97.80444,352.14,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,306.08,34.13,D
2.67609,97.80809,348.99,0.41,0.37,2026-01-28,650,N,VIIRS,n,2.0NRT,302.26,10.9,D
